,image_path,label
3412,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_368.jpg,Green_area
3413,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_363.jpg,Green_area
3414,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_36.jpg,Green_area
3415,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_360.jpg,Green_area
3416,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_367.jpg,Green_area
3417,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_361.jpg,Green_area
3418,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_362.jpg,Green_area
3419,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_365.jpg,Green_area
3420,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_364.jpg,Green_area
3421,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_366.jpg,Green_area
3422,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_359.jpg,Green_area
3423,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_354.jpg,Green_area
3424,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_353.jpg,Green_area
3425,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_355.jpg,Green_area
3426,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_358.jpg,Green_area
3427,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_352.jpg,Green_area
3428,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_356.jpg,Green_area
3429,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_350.jpg,Green_area
3430,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_351.jpg,Green_area
3431,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_357.jpg,Green_area
3432,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_35.jpg,Green_area
3433,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_395.jpg,Green_area
3434,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_39.jpg,Green_area
3435,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_392.jpg,Green_area
3436,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_389.jpg,Green_area
3437,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_394.jpg,Green_area
3438,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_391.jpg,Green_area
3439,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_390.jpg,Green_area
3440,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_387.jpg,Green_area
3441,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_388.jpg,Green_area
3442,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_393.jpg,Green_area
3443,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_386.jpg,Green_area
3444,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_385.jpg,Green_area
3445,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_379.jpg,Green_area
3446,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_381.jpg,Green_area
3447,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_380.jpg,Green_area
3448,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_383.jpg,Green_area
3449,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_378.jpg,Green_area
3450,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_38.jpg,Green_area
3451,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_382.jpg,Green_area
3452,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_384.jpg,Green_area
3453,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_377.jpg,Green_area
3454,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_369.jpg,Green_area
3455,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_370.jpg,Green_area
3456,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_376.jpg,Green_area
3457,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_371.jpg,Green_area
3458,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_372.jpg,Green_area
3459,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_37.jpg,Green_area
3460,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_374.jpg,Green_area
3461,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_417.jpg,Green_area
3462,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_420.jpg,Green_area
3463,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_413.jpg,Green_area
3464,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_415.jpg,Green_area
3465,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_414.jpg,Green_area
3466,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_418.jpg,Green_area
3467,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_419.jpg,Green_area
3468,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_416.jpg,Green_area
3469,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_42.jpg,Green_area
3470,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_412.jpg,Green_area
3471,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_411.jpg,Green_area
3472,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_410.jpg,Green_area
3473,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_406.jpg,Green_area
3474,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_41.jpg,Green_area
3475,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_408.jpg,Green_area
3476,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_404.jpg,Green_area
3477,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_407.jpg,Green_area
3478,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_405.jpg,Green_area
3479,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_409.jpg,Green_area
3480,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_403.jpg,Green_area
3481,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_402.jpg,Green_area
3482,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_396.jpg,Green_area
3483,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_40.jpg,Green_area
3484,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_398.jpg,Green_area
3485,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_4.jpg,Green_area
3486,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_399.jpg,Green_area
3487,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_397.jpg,Green_area
3488,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_400.jpg,Green_area
3489,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_401.jpg,Green_area
3490,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_442.jpg,Green_area
3491,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_447.jpg,Green_area
3492,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_44.jpg,Green_area
3493,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_434.jpg,Green_area
3494,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_431.jpg,Green_area
3495,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_439.jpg,Green_area
3496,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_436.jpg,Green_area
3497,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_432.jpg,Green_area
3498,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_433.jpg,Green_area
3499,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_437.jpg,Green_area
3500,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_435.jpg,Green_area
3501,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_438.jpg,Green_area
3502,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_430.jpg,Green_area
3503,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_425.jpg,Green_area
3504,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_424.jpg,Green_area
3505,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_422.jpg,Green_area
3506,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_43.jpg,Green_area
3507,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_426.jpg,Green_area
3508,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_427.jpg,Green_area
3509,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_423.jpg,Green_area
3510,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_428.jpg,Green_area
3511,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_421.jpg,Green_area
3512,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_429.jpg,Green_area
3513,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_474.jpg,Green_area
3514,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_467.jpg,Green_area
3515,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_461.jpg,Green_area
3516,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_464.jpg,Green_area
3517,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_462.jpg,Green_area
3518,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_459.jpg,Green_area
3519,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_460.jpg,Green_area
3520,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_466.jpg,Green_area
3521,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_46.jpg,Green_area
3522,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_463.jpg,Green_area
3523,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_465.jpg,Green_area
3524,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_458.jpg,Green_area
3525,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_457.jpg,Green_area
3526,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_454.jpg,Green_area
3527,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_452.jpg,Green_area
3528,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_450.jpg,Green_area
3529,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_453.jpg,Green_area
3530,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_451.jpg,Green_area
3531,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_455.jpg,Green_area
3532,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_45.jpg,Green_area
3533,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_456.jpg,Green_area
3534,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_449.jpg,Green_area
3535,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_445.jpg,Green_area
3536,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_444.jpg,Green_area
3537,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_448.jpg,Green_area
3538,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_446.jpg,Green_area
3539,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_443.jpg,Green_area
3540,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_440.jpg,Green_area
3541,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_441.jpg,Green_area
3542,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_494.jpg,Green_area
3543,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_493.jpg,Green_area
3544,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_49.jpg,Green_area
3545,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_488.jpg,Green_area
3546,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_491.jpg,Green_area
3547,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_486.jpg,Green_area
3548,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_489.jpg,Green_area
3549,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_490.jpg,Green_area
3550,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_487.jpg,Green_area
3551,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_492.jpg,Green_area
3552,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_485.jpg,Green_area
3553,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_484.jpg,Green_area
3554,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_48.jpg,Green_area
3555,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_479.jpg,Green_area
3556,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_481.jpg,Green_area
3557,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_482.jpg,Green_area
3558,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_478.jpg,Green_area
3559,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_477.jpg,Green_area
3560,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_480.jpg,Green_area
3561,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_483.jpg,Green_area
3562,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_476.jpg,Green_area
3563,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_475.jpg,Green_area
3564,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_470.jpg,Green_area
3565,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_47.jpg,Green_area
3566,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_468.jpg,Green_area
3567,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_473.jpg,Green_area
3568,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_472.jpg,Green_area
3569,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_471.jpg,Green_area
3570,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_469.jpg,Green_area
3571,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_517.jpg,Green_area
3572,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_515.jpg,Green_area
3573,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_512.jpg,Green_area
3574,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_52.jpg,Green_area
3575,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_513.jpg,Green_area
3576,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_514.jpg,Green_area
3577,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_516.jpg,Green_area
3578,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_520.jpg,Green_area
3579,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_518.jpg,Green_area
3580,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_519.jpg,Green_area
3581,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_511.jpg,Green_area
3582,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_503.jpg,Green_area
3583,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_507.jpg,Green_area
3584,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_510.jpg,Green_area
3585,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_506.jpg,Green_area
3586,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_508.jpg,Green_area
3587,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_504.jpg,Green_area
3588,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_505.jpg,Green_area
3589,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_496.jpg,Green_area
3590,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_501.jpg,Green_area
3591,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_50.jpg,Green_area
3592,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_499.jpg,Green_area
3593,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_495.jpg,Green_area
3594,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_497.jpg,Green_area
3595,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_5.jpg,Green_area
3596,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_509.jpg,Green_area
3597,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_51.jpg,Green_area
3598,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_502.jpg,Green_area
3599,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_498.jpg,Green_area
3600,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_500.jpg,Green_area
3601,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_54.jpg,Green_area
3602,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_546.jpg,Green_area
3603,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_539.jpg,Green_area
3604,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_538.jpg,Green_area
3605,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_530.jpg,Green_area
3606,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_533.jpg,Green_area
3607,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_531.jpg,Green_area
3608,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_534.jpg,Green_area
3609,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_532.jpg,Green_area
3610,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_535.jpg,Green_area
3611,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_536.jpg,Green_area
3612,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_537.jpg,Green_area
3613,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_53.jpg,Green_area
3614,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_522.jpg,Green_area
3615,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_523.jpg,Green_area
3616,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_525.jpg,Green_area
3617,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_526.jpg,Green_area
3618,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_529.jpg,Green_area
3619,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_521.jpg,Green_area
3620,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_524.jpg,Green_area
3621,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_527.jpg,Green_area
3622,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_528.jpg,Green_area
3623,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_567.jpg,Green_area
3624,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_573.jpg,Green_area
3625,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_566.jpg,Green_area
3626,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_561.jpg,Green_area
3627,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_562.jpg,Green_area
3628,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_565.jpg,Green_area
3629,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_559.jpg,Green_area
3630,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_563.jpg,Green_area
3631,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_56.jpg,Green_area
3632,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_558.jpg,Green_area
3633,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_554.jpg,Green_area
3634,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_551.jpg,Green_area
3635,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_55.jpg,Green_area
3636,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_550.jpg,Green_area
3637,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_549.jpg,Green_area
3638,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_553.jpg,Green_area
3639,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_556.jpg,Green_area
3640,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_560.jpg,Green_area
3641,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_564.jpg,Green_area
3642,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_557.jpg,Green_area
3643,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_552.jpg,Green_area
3644,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_555.jpg,Green_area
3645,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_548.jpg,Green_area
3646,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_543.jpg,Green_area
3647,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_547.jpg,Green_area
3648,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_544.jpg,Green_area
3649,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_540.jpg,Green_area
3650,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_545.jpg,Green_area
3651,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_542.jpg,Green_area
3652,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_541.jpg,Green_area
3653,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_60.jpg,Green_area
3654,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_593.jpg,Green_area
3655,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_592.jpg,Green_area
3656,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_589.jpg,Green_area
3657,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_590.jpg,Green_area
3658,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_587.jpg,Green_area
3659,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_59.jpg,Green_area
3660,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_588.jpg,Green_area
3661,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_586.jpg,Green_area
3662,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_585.jpg,Green_area
3663,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_591.jpg,Green_area
3664,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_584.jpg,Green_area
3665,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_578.jpg,Green_area
3666,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_577.jpg,Green_area
3667,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_579.jpg,Green_area
3668,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_580.jpg,Green_area
3669,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_576.jpg,Green_area
3670,/content/drive/MyDrive/Interview Prep/Satellite Image ML AI/data/green_area/Forest_583.jpg,Green_area
